t,gt_x,gt_y,gt_z,gt_yaw,est_x,est_y,est_yaw
834.8000,5.8468,-1.0443,1.4728,0.09592,5.6678,-1.6477,-0.05959
834.9040,5.8471,-1.0448,1.4733,0.09591,5.6674,-1.6496,-0.05961
835.0000,5.8472,-1.0452,1.4740,0.09590,5.6660,-1.6517,-0.05965
835.1000,5.8473,-1.0456,1.4749,0.09590,5.6643,-1.6535,-0.05963
835.2000,5.8475,-1.0459,1.4759,0.09590,5.6627,-1.6549,-0.05959
835.3000,5.8477,-1.0461,1.4769,0.09590,5.6614,-1.6559,-0.05957
835.4000,5.8482,-1.0461,1.4779,0.09589,5.6605,-1.6565,-0.05956
835.5000,5.8486,-1.0460,1.4788,0.09590,5.6603,-1.6568,-0.05956
835.6000,5.8491,-1.0458,1.4797,0.09591,5.6602,-1.6571,-0.05957
835.7000,5.8497,-1.0454,1.4805,0.09592,5.6598,-1.6574,-0.05955
835.8000,5.8503,-1.0450,1.4813,0.09592,5.6589,-1.6580,-0.05953
835.9000,5.8511,-1.0446,1.4820,0.09592,5.6581,-1.6580,-0.05951
836.0000,5.8518,-1.0441,1.4826,0.09591,5.6566,-1.6571,-0.05949
836.1000,5.8525,-1.0435,1.4830,0.09592,5.6553,-1.6563,-0.05945
836.2000,5.8534,-1.0428,1.4834,0.09594,5.6538,-1.6549,-0.05942
836.3000,5.8544,-1.0421,1.4837,0.09596,5.6529,-1.6527,-0.05938
836.4000,5.8555,-1.0414,1.4839,0.09598,5.6526,-1.6505,-0.05936
836.5000,5.8567,-1.0407,1.4840,0.09599,5.6532,-1.6485,-0.05934
836.6000,5.8580,-1.0401,1.4839,0.09600,5.6539,-1.6465,-0.05936
836.7000,5.8595,-1.0395,1.4837,0.09600,5.6551,-1.6443,-0.05937
836.8000,5.8610,-1.0390,1.4833,0.09601,5.6576,-1.6412,-0.05938
836.9000,5.8625,-1.0385,1.4828,0.09602,5.6605,-1.6377,-0.05943
837.0000,5.8642,-1.0380,1.4821,0.09603,5.6643,-1.6343,-0.05947
837.1000,5.8657,-1.0378,1.4814,0.09605,5.6698,-1.6314,-0.05951
837.2000,5.8671,-1.0376,1.4807,0.09606,5.6751,-1.6293,-0.05953
837.3000,5.8684,-1.0376,1.4800,0.09606,5.6804,-1.6276,-0.05955
837.4000,5.8696,-1.0379,1.4794,0.09604,5.6844,-1.6265,-0.05963
837.5000,5.8704,-1.0382,1.4791,0.09604,5.6877,-1.6260,-0.05964
837.6000,5.8712,-1.0388,1.4786,0.09604,5.6898,-1.6268,-0.05964
837.7000,5.8716,-1.0395,1.4783,0.09603,5.6912,-1.6288,-0.05963
837.8000,5.8719,-1.0404,1.4779,0.09601,5.6915,-1.6318,-0.05966
837.9000,5.8718,-1.0414,1.4773,0.09598,5.6904,-1.6352,-0.05969
838.0000,5.8717,-1.0423,1.4768,0.09597,5.6888,-1.6383,-0.05969
838.1000,5.8715,-1.0433,1.4761,0.09597,5.6869,-1.6414,-0.05965
838.2000,5.8712,-1.0441,1.4754,0.09597,5.6843,-1.6445,-0.05963
838.3000,5.8708,-1.0449,1.4746,0.09597,5.6821,-1.6468,-0.05959
838.4000,5.8704,-1.0454,1.4740,0.09596,5.6804,-1.6484,-0.05956
838.5000,5.8701,-1.0459,1.4732,0.09595,5.6793,-1.6492,-0.05957
838.6000,5.8699,-1.0461,1.4725,0.09594,5.6789,-1.6489,-0.05960
838.7000,5.8697,-1.0462,1.4717,0.09593,5.6788,-1.6481,-0.05959
838.8000,5.8696,-1.0462,1.4710,0.09594,5.6788,-1.6465,-0.05959
838.9000,5.8695,-1.0461,1.4701,0.09594,5.6790,-1.6444,-0.05959
839.0000,5.8694,-1.0460,1.4692,0.09594,5.6794,-1.6424,-0.05960
839.1000,5.8693,-1.0460,1.4682,0.09593,5.6799,-1.6405,-0.05958
839.2000,5.8692,-1.0460,1.4672,0.09592,5.6799,-1.6388,-0.05961
839.3000,5.8691,-1.0460,1.4662,0.09591,5.6796,-1.6371,-0.05960
839.4000,5.8691,-1.0462,1.4650,0.09590,5.6793,-1.6357,-0.05960
839.5000,5.8690,-1.0466,1.4638,0.09588,5.6793,-1.6345,-0.05961
839.6000,5.8690,-1.0470,1.4627,0.09585,5.6796,-1.6339,-0.05967
839.7000,5.8690,-1.0475,1.4617,0.09584,5.6803,-1.6339,-0.05969
839.8000,5.8690,-1.0481,1.4610,0.09583,5.6809,-1.6341,-0.05973
839.9000,5.8691,-1.0490,1.4601,0.09581,5.6813,-1.6347,-0.05975
840.0000,5.8692,-1.0498,1.4593,0.09579,5.6816,-1.6352,-0.05978
840.1000,5.8693,-1.0508,1.4585,0.09577,5.6822,-1.6357,-0.05983
840.2000,5.8693,-1.0517,1.4578,0.09575,5.6828,-1.6363,-0.05986
840.3000,5.8692,-1.0527,1.4570,0.09573,5.6831,-1.6373,-0.05987
840.4000,5.8692,-1.0537,1.4562,0.09571,5.6831,-1.6385,-0.05987
840.5000,5.8690,-1.0549,1.4554,0.09569,5.6830,-1.6399,-0.05990
840.6000,5.8689,-1.0560,1.4547,0.09567,5.6828,-1.6415,-0.05992
840.7000,5.8688,-1.0571,1.4542,0.09565,5.6822,-1.6435,-0.05993
840.8000,5.8688,-1.0583,1.4539,0.09561,5.6815,-1.6456,-0.05999
840.9000,5.8689,-1.0596,1.4536,0.09559,5.6811,-1.6477,-0.06001
841.0000,5.8690,-1.0608,1.4535,0.09559,5.6805,-1.6499,-0.06005
841.1000,5.8690,-1.0617,1.4534,0.09559,5.6794,-1.6515,-0.06002
841.2000,5.8691,-1.0627,1.4533,0.09558,5.6775,-1.6533,-0.05999
841.3000,5.8692,-1.0636,1.4532,0.09556,5.6756,-1.6549,-0.06000
841.4000,5.8692,-1.0643,1.4528,0.09554,5.6740,-1.6568,-0.06000
841.5000,5.8694,-1.0651,1.4522,0.09551,5.6732,-1.6588,-0.05999
841.6000,5.8696,-1.0657,1.4515,0.09549,5.6728,-1.6612,-0.06003
841.7000,5.8700,-1.0664,1.4507,0.09546,5.6731,-1.6636,-0.06006
841.8000,5.8704,-1.0670,1.4499,0.09544,5.6740,-1.6660,-0.06010
841.9000,5.8710,-1.0675,1.4490,0.09540,5.6749,-1.6677,-0.06015
842.0000,5.8714,-1.0679,1.4482,0.09538,5.6754,-1.6687,-0.06018
842.1000,5.8719,-1.0682,1.4473,0.09537,5.6758,-1.6691,-0.06016
842.2000,5.8723,-1.0684,1.4464,0.09535,5.6765,-1.6691,-0.06018
842.3000,5.8728,-1.0684,1.4456,0.09533,5.6783,-1.6682,-0.06020
842.4000,5.8733,-1.0682,1.4447,0.09533,5.6808,-1.6670,-0.06019
842.5000,5.8738,-1.0681,1.4440,0.09534,5.6834,-1.6659,-0.06021
842.6000,5.8743,-1.0680,1.4433,0.09534,5.6855,-1.6649,-0.06022
842.7000,5.8748,-1.0679,1.4427,0.09534,5.6872,-1.6643,-0.06024
842.8000,5.8751,-1.0679,1.4423,0.09534,5.6883,-1.6642,-0.06025
842.9000,5.8754,-1.0680,1.4420,0.09534,5.6892,-1.6644,-0.06024
843.0000,5.8755,-1.0682,1.4418,0.09535,5.6901,-1.6643,-0.06023
843.1000,5.8756,-1.0684,1.4417,0.09536,5.6909,-1.6640,-0.06024
843.2000,5.8755,-1.0687,1.4418,0.09537,5.6917,-1.6635,-0.06022
843.3000,5.8754,-1.0690,1.4422,0.09538,5.6927,-1.6633,-0.06023
843.4000,5.8752,-1.0692,1.4428,0.09540,5.6940,-1.6631,-0.06025
843.5000,5.8749,-1.0695,1.4436,0.09542,5.6954,-1.6629,-0.06021
843.6040,5.8745,-1.0699,1.4446,0.09542,5.6966,-1.6627,-0.06019
843.7000,5.8741,-1.0704,1.4457,0.09542,5.6976,-1.6627,-0.06022
843.8000,5.8736,-1.0708,1.4468,0.09540,5.6984,-1.6630,-0.06023
843.9000,5.8732,-1.0713,1.4480,0.09539,5.6994,-1.6634,-0.06025
844.0000,5.8728,-1.0718,1.4492,0.09538,5.7000,-1.6634,-0.06026
844.1000,5.8722,-1.0723,1.4505,0.09537,5.7002,-1.6630,-0.06025
844.2000,5.8715,-1.0728,1.4518,0.09536,5.7006,-1.6624,-0.06030
844.3000,5.8709,-1.0733,1.4532,0.09536,5.7018,-1.6620,-0.06032
844.4000,5.8701,-1.0739,1.4548,0.09538,5.7031,-1.6619,-0.06035
844.5000,5.8694,-1.0744,1.4561,0.09540,5.7040,-1.6627,-0.06035
844.6000,5.8685,-1.0750,1.4578,0.09540,5.7046,-1.6643,-0.06035
844.7000,5.8676,-1.0756,1.4593,0.09540,5.7049,-1.6661,-0.06037
844.8000,5.8664,-1.0764,1.4615,0.09540,5.7050,-1.6686,-0.06039
844.9000,5.8653,-1.0770,1.4634,0.09539,5.7047,-1.6710,-0.06038
845.0000,5.8641,-1.0776,1.4652,0.09538,5.7040,-1.6732,-0.06037
845.1000,5.8629,-1.0780,1.4668,0.09538,5.7026,-1.6746,-0.06038
845.2000,5.8614,-1.0785,1.4687,0.09538,5.7007,-1.6752,-0.06037
845.3000,5.8596,-1.0789,1.4708,0.09539,5.6980,-1.6752,-0.06034
845.4000,5.8578,-1.0792,1.4727,0.09540,5.6951,-1.6749,-0.06031
845.5000,5.8561,-1.0794,1.4746,0.09541,5.6917,-1.6743,-0.06023
845.6000,5.8544,-1.0795,1.4764,0.09543,5.6881,-1.6736,-0.06017
845.7000,5.8526,-1.0797,1.4784,0.09543,5.6843,-1.6725,-0.06014
845.8000,5.8509,-1.0798,1.4804,0.09545,5.6801,-1.6711,-0.06010
845.9000,5.8496,-1.0798,1.4821,0.09546,5.6761,-1.6696,-0.06007
846.0000,5.8484,-1.0799,1.4839,0.09547,5.6721,-1.6684,-0.06002
846.1000,5.8472,-1.0800,1.4861,0.09548,5.6684,-1.6673,-0.06002
846.2000,5.8466,-1.0801,1.4881,0.09549,5.6656,-1.6662,-0.06004
846.3000,5.8461,-1.0802,1.4903,0.09550,5.6640,-1.6649,-0.06003
846.4000,5.8458,-1.0804,1.4925,0.09550,5.6624,-1.6636,-0.06002
846.5000,5.8458,-1.0807,1.4949,0.09548,5.6617,-1.6625,-0.06005
846.6000,5.8460,-1.0810,1.4969,0.09547,5.6620,-1.6613,-0.06008
846.7000,5.8463,-1.0813,1.4992,0.09547,5.6633,-1.6606,-0.06012
846.8000,5.8466,-1.0818,1.5011,0.09546,5.6647,-1.6601,-0.06017
846.9000,5.8471,-1.0825,1.5033,0.09544,5.6657,-1.6596,-0.06019
847.0000,5.8475,-1.0831,1.5049,0.09543,5.6660,-1.6596,-0.06025
847.1000,5.8480,-1.0839,1.5066,0.09542,5.6660,-1.6605,-0.06029
847.2000,5.8485,-1.0849,1.5080,0.09541,5.6656,-1.6621,-0.06034
847.3000,5.8490,-1.0860,1.5093,0.09539,5.6645,-1.6642,-0.06036
847.4000,5.8494,-1.0870,1.5103,0.09536,5.6632,-1.6662,-0.06039
847.5000,5.8500,-1.0883,1.5112,0.09533,5.6623,-1.6679,-0.06045
847.6000,5.8505,-1.0893,1.5117,0.09532,5.6617,-1.6695,-0.06047
847.7000,5.8511,-1.0903,1.5120,0.09533,5.6614,-1.6716,-0.06046
847.8000,5.8517,-1.0913,1.5121,0.09532,5.6615,-1.6739,-0.06047
847.9000,5.8523,-1.0922,1.5118,0.09531,5.6620,-1.6765,-0.06047
848.0000,5.8531,-1.0932,1.5111,0.09528,5.6630,-1.6794,-0.06050
848.1000,5.8538,-1.0941,1.5104,0.09525,5.6645,-1.6819,-0.06053
848.2000,5.8546,-1.0948,1.5094,0.09523,5.6664,-1.6845,-0.06054
848.3000,5.8554,-1.0955,1.5082,0.09523,5.6686,-1.6865,-0.06055
848.4000,5.8562,-1.0960,1.5070,0.09523,5.6720,-1.6885,-0.06056
848.5000,5.8570,-1.0965,1.5058,0.09523,5.6755,-1.6897,-0.06057
848.6000,5.8577,-1.0968,1.5044,0.09522,5.6794,-1.6905,-0.06058
848.7000,5.8584,-1.0971,1.5027,0.09522,5.6831,-1.6908,-0.06056
848.8000,5.8589,-1.0974,1.5011,0.09521,5.6870,-1.6912,-0.06057
848.9000,5.8592,-1.0978,1.4997,0.09519,5.6905,-1.6919,-0.06059
849.0000,5.8593,-1.0981,1.4983,0.09518,5.6933,-1.6936,-0.06059
849.1000,5.8593,-1.0985,1.4973,0.09516,5.6957,-1.6964,-0.06062
849.2000,5.8589,-1.0990,1.4962,0.09513,5.6974,-1.6998,-0.06068
849.3000,5.8583,-1.0995,1.4953,0.09512,5.6986,-1.7040,-0.06069
849.4000,5.8577,-1.0999,1.4946,0.09512,5.6992,-1.7079,-0.06067
849.5000,5.8568,-1.1002,1.4937,0.09513,5.6991,-1.7117,-0.06064
849.6000,5.8557,-1.1005,1.4928,0.09515,5.6986,-1.7154,-0.06058
849.7000,5.8546,-1.1005,1.4921,0.09517,5.6974,-1.7180,-0.06052
849.8000,5.8530,-1.1003,1.4911,0.09519,5.6957,-1.7193,-0.06048
849.9000,5.8513,-1.1000,1.4903,0.09522,5.6941,-1.7198,-0.06043
850.0000,5.8495,-1.0993,1.4894,0.09526,5.6932,-1.7196,-0.06036
850.1000,5.8479,-1.0985,1.4887,0.09528,5.6920,-1.7187,-0.06027
