t,gt_x,gt_y,gt_z,gt_yaw,est_x,est_y,est_yaw
850.2000,5.8463,-1.0977,1.4882,0.09529,5.6901,-1.7174,-0.06023
850.3000,5.8446,-1.0967,1.4877,0.09529,5.6878,-1.7159,-0.06019
850.4000,5.8429,-1.0957,1.4872,0.09530,5.6847,-1.7145,-0.06012
850.5000,5.8413,-1.0946,1.4867,0.09532,5.6815,-1.7133,-0.06007
850.6000,5.8398,-1.0936,1.4863,0.09535,5.6785,-1.7124,-0.06001
850.7000,5.8381,-1.0924,1.4858,0.09538,5.6767,-1.7117,-0.05999
850.8000,5.8369,-1.0915,1.4853,0.09541,5.6752,-1.7106,-0.05995
850.9000,5.8355,-1.0904,1.4847,0.09543,5.6739,-1.7091,-0.05993
851.0000,5.8342,-1.0893,1.4841,0.09545,5.6728,-1.7080,-0.05991
851.1000,5.8331,-1.0883,1.4835,0.09546,5.6713,-1.7061,-0.05990
851.2000,5.8321,-1.0874,1.4829,0.09547,5.6700,-1.7038,-0.05990
851.3000,5.8310,-1.0865,1.4822,0.09549,5.6685,-1.7009,-0.05987
851.4000,5.8300,-1.0857,1.4816,0.09548,5.6671,-1.6979,-0.05987
851.5000,5.8291,-1.0849,1.4812,0.09548,5.6660,-1.6951,-0.05991
851.6000,5.8284,-1.0844,1.4810,0.09547,5.6653,-1.6922,-0.05994
851.7000,5.8278,-1.0838,1.4809,0.09548,5.6651,-1.6899,-0.05997
851.8000,5.8272,-1.0834,1.4810,0.09547,5.6657,-1.6875,-0.06000
851.9000,5.8266,-1.0832,1.4814,0.09546,5.6667,-1.6857,-0.06006
852.0000,5.8260,-1.0832,1.4818,0.09546,5.6686,-1.6843,-0.06011
852.1000,5.8254,-1.0833,1.4824,0.09546,5.6704,-1.6836,-0.06015
852.2000,5.8249,-1.0834,1.4828,0.09545,5.6718,-1.6833,-0.06019
852.3000,5.8241,-1.0837,1.4832,0.09544,5.6729,-1.6837,-0.06024
852.4000,5.8233,-1.0841,1.4835,0.09543,5.6732,-1.6844,-0.06024
852.5000,5.8222,-1.0845,1.4838,0.09539,5.6733,-1.6856,-0.06027
852.6000,5.8212,-1.0850,1.4839,0.09536,5.6729,-1.6873,-0.06032
852.7000,5.8200,-1.0855,1.4841,0.09533,5.6719,-1.6898,-0.06037
852.8000,5.8187,-1.0860,1.4841,0.09530,5.6708,-1.6927,-0.06038
852.9000,5.8172,-1.0864,1.4842,0.09529,5.6700,-1.6954,-0.06040
853.0000,5.8157,-1.0868,1.4843,0.09526,5.6693,-1.6973,-0.06040
853.1000,5.8143,-1.0870,1.4843,0.09524,5.6687,-1.6987,-0.06042
853.2000,5.8128,-1.0871,1.4842,0.09520,5.6688,-1.6995,-0.06047
853.3000,5.8113,-1.0870,1.4839,0.09512,5.6688,-1.6997,-0.06054
853.4000,5.8100,-1.0869,1.4835,0.09503,5.6684,-1.7000,-0.06063
853.5000,5.8086,-1.0866,1.4829,0.09495,5.6674,-1.7008,-0.06072
853.6000,5.8073,-1.0863,1.4822,0.09485,5.6653,-1.7016,-0.06082
853.7000,5.8060,-1.0860,1.4813,0.09472,5.6629,-1.7018,-0.06090
853.8000,5.8048,-1.0856,1.4806,0.09454,5.6595,-1.7017,-0.06102
853.9000,5.8036,-1.0852,1.4799,0.09426,5.6565,-1.7015,-0.06124
854.0000,5.8026,-1.0847,1.4793,0.09387,5.6545,-1.7013,-0.06155
854.1000,5.8019,-1.0843,1.4789,0.09352,5.6532,-1.7011,-0.06191
854.2000,5.8014,-1.0838,1.4785,0.09310,5.6524,-1.7013,-0.06235
854.3000,5.8012,-1.0834,1.4782,0.09264,5.6520,-1.7021,-0.06276
854.4000,5.8011,-1.0830,1.4779,0.09214,5.6518,-1.7033,-0.06330
854.5000,5.8012,-1.0826,1.4775,0.09156,5.6527,-1.7047,-0.06391
854.6000,5.8015,-1.0821,1.4769,0.09091,5.6543,-1.7062,-0.06451
854.7000,5.8018,-1.0816,1.4764,0.09030,5.6561,-1.7071,-0.06509
854.8000,5.8022,-1.0810,1.4757,0.08975,5.6583,-1.7078,-0.06579
854.9000,5.8026,-1.0802,1.4748,0.08923,5.6594,-1.7080,-0.06627
855.0000,5.8029,-1.0795,1.4738,0.08876,5.6602,-1.7076,-0.06672
855.1000,5.8032,-1.0788,1.4728,0.08836,5.6616,-1.7072,-0.06715
855.2000,5.8035,-1.0781,1.4718,0.08793,5.6633,-1.7066,-0.06758
855.3000,5.8037,-1.0775,1.4709,0.08759,5.6649,-1.7054,-0.06796
855.4000,5.8038,-1.0767,1.4698,0.08724,5.6659,-1.7038,-0.06822
855.5000,5.8037,-1.0759,1.4689,0.08696,5.6665,-1.7018,-0.06853
855.6000,5.8036,-1.0752,1.4679,0.08659,5.6664,-1.7001,-0.06887
855.7000,5.8034,-1.0744,1.4666,0.08617,5.6661,-1.6990,-0.06921
855.8000,5.8031,-1.0738,1.4654,0.08584,5.6651,-1.6977,-0.06957
855.9000,5.8029,-1.0732,1.4641,0.08553,5.6635,-1.6955,-0.06988
856.0000,5.8026,-1.0725,1.4628,0.08520,5.6621,-1.6929,-0.07020
856.1000,5.8022,-1.0719,1.4617,0.08495,5.6597,-1.6897,-0.07046
856.2000,5.8019,-1.0712,1.4608,0.08474,5.6557,-1.6857,-0.07064
856.3000,5.8016,-1.0707,1.4600,0.08451,5.6508,-1.6815,-0.07090
856.4000,5.8015,-1.0702,1.4592,0.08422,5.6464,-1.6776,-0.07114
856.5000,5.8016,-1.0698,1.4585,0.08391,5.6425,-1.6737,-0.07144
856.6000,5.8020,-1.0696,1.4579,0.08356,5.6400,-1.6711,-0.07184
856.7000,5.8027,-1.0695,1.4572,0.08315,5.6381,-1.6693,-0.07225
856.8000,5.8037,-1.0696,1.4564,0.08263,5.6366,-1.6686,-0.07274
856.9000,5.8048,-1.0698,1.4556,0.08219,5.6355,-1.6679,-0.07329
857.0000,5.8064,-1.0701,1.4546,0.08165,5.6352,-1.6674,-0.07381
857.1000,5.8076,-1.0704,1.4538,0.08127,5.6351,-1.6674,-0.07426
857.2000,5.8092,-1.0707,1.4529,0.08090,5.6353,-1.6675,-0.07467
857.3040,5.8111,-1.0713,1.4519,0.08056,5.6361,-1.6677,-0.07501
857.4000,5.8130,-1.0719,1.4510,0.08029,5.6372,-1.6678,-0.07524
857.5040,5.8148,-1.0725,1.4502,0.08009,5.6386,-1.6683,-0.07550
857.6000,5.8166,-1.0732,1.4494,0.07991,5.6390,-1.6690,-0.07570
857.7000,5.8181,-1.0738,1.4486,0.07978,5.6385,-1.6702,-0.07581
857.8000,5.8196,-1.0744,1.4480,0.07968,5.6374,-1.6723,-0.07591
857.9000,5.8212,-1.0751,1.4474,0.07960,5.6367,-1.6743,-0.07602
858.0000,5.8228,-1.0758,1.4469,0.07954,5.6365,-1.6769,-0.07608
858.1000,5.8247,-1.0765,1.4464,0.07949,5.6371,-1.6793,-0.07610
858.2000,5.8265,-1.0772,1.4459,0.07945,5.6385,-1.6822,-0.07615
858.3000,5.8282,-1.0777,1.4455,0.07942,5.6398,-1.6846,-0.07618
858.4000,5.8296,-1.0779,1.4451,0.07941,5.6409,-1.6858,-0.07619
858.5000,5.8313,-1.0782,1.4445,0.07941,5.6423,-1.6863,-0.07616
858.6000,5.8327,-1.0782,1.4440,0.07942,5.6437,-1.6864,-0.07614
858.7000,5.8342,-1.0782,1.4434,0.07943,5.6448,-1.6859,-0.07610
858.8000,5.8355,-1.0781,1.4430,0.07944,5.6461,-1.6844,-0.07607
858.9000,5.8370,-1.0778,1.4424,0.07945,5.6475,-1.6823,-0.07606
859.0000,5.8383,-1.0775,1.4420,0.07947,5.6492,-1.6802,-0.07602
859.1000,5.8398,-1.0771,1.4416,0.07948,5.6511,-1.6778,-0.07601
859.2000,5.8411,-1.0768,1.4413,0.07951,5.6526,-1.6754,-0.07598
859.3000,5.8427,-1.0765,1.4411,0.07953,5.6537,-1.6733,-0.07595
859.4000,5.8443,-1.0763,1.4408,0.07954,5.6541,-1.6723,-0.07595
859.5000,5.8457,-1.0763,1.4405,0.07954,5.6538,-1.6717,-0.07589
859.6000,5.8471,-1.0763,1.4402,0.07953,5.6535,-1.6711,-0.07589
859.7000,5.8486,-1.0765,1.4398,0.07952,5.6537,-1.6702,-0.07590
859.8000,5.8500,-1.0766,1.4394,0.07952,5.6542,-1.6691,-0.07591
859.9040,5.8513,-1.0767,1.4389,0.07953,5.6560,-1.6681,-0.07594
860.0000,5.8529,-1.0769,1.4385,0.07954,5.6583,-1.6677,-0.07596
860.1000,5.8542,-1.0771,1.4382,0.07954,5.6610,-1.6687,-0.07595
860.2000,5.8558,-1.0774,1.4382,0.07954,5.6633,-1.6703,-0.07596
860.3000,5.8574,-1.0779,1.4384,0.07952,5.6656,-1.6726,-0.07597
860.4000,5.8589,-1.0785,1.4389,0.07948,5.6677,-1.6751,-0.07598
860.5000,5.8607,-1.0791,1.4399,0.07946,5.6703,-1.6778,-0.07599
860.6000,5.8622,-1.0796,1.4411,0.07942,5.6730,-1.6812,-0.07602
860.7000,5.8635,-1.0800,1.4423,0.07940,5.6749,-1.6848,-0.07603
860.8000,5.8650,-1.0803,1.4442,0.07939,5.6766,-1.6886,-0.07603
860.9000,5.8662,-1.0805,1.4460,0.07937,5.6784,-1.6924,-0.07607
861.0000,5.8672,-1.0805,1.4474,0.07936,5.6805,-1.6960,-0.07608
861.1000,5.8683,-1.0803,1.4492,0.07936,5.6822,-1.6991,-0.07606
861.2000,5.8692,-1.0799,1.4510,0.07936,5.6834,-1.7015,-0.07606
861.3000,5.8698,-1.0794,1.4522,0.07938,5.6845,-1.7034,-0.07601
861.4000,5.8704,-1.0786,1.4536,0.07940,5.6854,-1.7049,-0.07597
861.5000,5.8708,-1.0778,1.4547,0.07942,5.6861,-1.7064,-0.07588
861.6000,5.8712,-1.0768,1.4558,0.07942,5.6864,-1.7076,-0.07588
861.7000,5.8715,-1.0755,1.4569,0.07943,5.6859,-1.7082,-0.07587
861.8000,5.8717,-1.0742,1.4579,0.07945,5.6848,-1.7082,-0.07583
861.9000,5.8717,-1.0729,1.4587,0.07948,5.6834,-1.7079,-0.07575
862.0000,5.8716,-1.0715,1.4595,0.07951,5.6822,-1.7073,-0.07570
862.1000,5.8715,-1.0698,1.4605,0.07953,5.6814,-1.7066,-0.07567
862.2000,5.8714,-1.0683,1.4612,0.07953,5.6809,-1.7055,-0.07565
862.3000,5.8713,-1.0667,1.4620,0.07953,5.6801,-1.7045,-0.07565
862.4000,5.8712,-1.0651,1.4627,0.07953,5.6791,-1.7038,-0.07562
862.5000,5.8710,-1.0634,1.4634,0.07954,5.6777,-1.7038,-0.07562
862.6000,5.8708,-1.0619,1.4641,0.07956,5.6765,-1.7043,-0.07559
862.7000,5.8707,-1.0603,1.4649,0.07959,5.6759,-1.7046,-0.07556
862.8000,5.8707,-1.0585,1.4659,0.07962,5.6761,-1.7043,-0.07554
862.9000,5.8707,-1.0567,1.4671,0.07966,5.6760,-1.7038,-0.07552
863.0000,5.8707,-1.0550,1.4684,0.07968,5.6755,-1.7023,-0.07547
863.1000,5.8707,-1.0531,1.4701,0.07971,5.6752,-1.6996,-0.07544
863.2000,5.8707,-1.0511,1.4719,0.07975,5.6747,-1.6957,-0.07542
863.3000,5.8707,-1.0491,1.4740,0.07979,5.6745,-1.6915,-0.07535
863.4000,5.8708,-1.0472,1.4760,0.07982,5.6748,-1.6865,-0.07533
863.5000,5.8709,-1.0453,1.4782,0.07985,5.6755,-1.6801,-0.07530
863.6040,5.8711,-1.0433,1.4805,0.07986,5.6763,-1.6744,-0.07527
863.7000,5.8713,-1.0421,1.4820,0.07985,5.6777,-1.6683,-0.07531
863.8000,5.8715,-1.0409,1.4835,0.07985,5.6797,-1.6629,-0.07535
863.9000,5.8717,-1.0400,1.4845,0.07983,5.6823,-1.6577,-0.07540
864.0000,5.8718,-1.0395,1.4852,0.07979,5.6847,-1.6539,-0.07546
864.1000,5.8721,-1.0391,1.4856,0.07976,5.6867,-1.6510,-0.07554
864.2000,5.8722,-1.0391,1.4857,0.07973,5.6884,-1.6489,-0.07565
864.3000,5.8721,-1.0394,1.4856,0.07970,5.6897,-1.6473,-0.07572
864.4000,5.8720,-1.0398,1.4854,0.07969,5.6905,-1.6461,-0.07574
864.5000,5.8719,-1.0405,1.4852,0.07968,5.6911,-1.6448,-0.07576
864.6000,5.8717,-1.0413,1.4849,0.07967,5.6915,-1.6443,-0.07579
864.7000,5.8713,-1.0423,1.4847,0.07965,5.6922,-1.6446,-0.07584
864.8000,5.8710,-1.0434,1.4846,0.07962,5.6930,-1.6456,-0.07588
864.9000,5.8707,-1.0447,1.4845,0.07960,5.6934,-1.6465,-0.07592
865.0000,5.8704,-1.0457,1.4845,0.07958,5.6943,-1.6478,-0.07597
865.1000,5.8700,-1.0469,1.4844,0.07958,5.6953,-1.6497,-0.07602
865.2000,5.8695,-1.0481,1.4842,0.07958,5.6960,-1.6528,-0.07601
865.3000,5.8690,-1.0493,1.4839,0.07958,5.6963,-1.6573,-0.07601
865.4000,5.8684,-1.0505,1.4831,0.07956,5.6962,-1.6618,-0.07604
865.5000,5.8676,-1.0516,1.4821,0.07954,5.6956,-1.6661,-0.07605
865.6000,5.8668,-1.0524,1.4808,0.07953,5.6945,-1.6688,-0.07605
865.7000,5.8659,-1.0530,1.4794,0.07952,5.6933,-1.6705,-0.07603
865.8000,5.8648,-1.0534,1.4777,0.07952,5.6922,-1.6710,-0.07602
865.9000,5.8637,-1.0536,1.4758,0.07953,5.6908,-1.6707,-0.07594
866.0000,5.8627,-1.0535,1.4740,0.07954,5.6894,-1.6699,-0.07588
866.1000,5.8615,-1.0534,1.4721,0.07956,5.6871,-1.6686,-0.07583
866.2000,5.8605,-1.0531,1.4703,0.07956,5.6848,-1.6671,-0.07574
866.3000,5.8595,-1.0528,1.4685,0.07956,5.6831,-1.6647,-0.07566
866.4000,5.8586,-1.0524,1.4667,0.07955,5.6825,-1.6626,-0.07568
866.5000,5.8578,-1.0520,1.4649,0.07955,5.6823,-1.6606,-0.07569
866.6000,5.8571,-1.0517,1.4632,0.07954,5.6822,-1.6591,-0.07568
866.7000,5.8565,-1.0515,1.4614,0.07952,5.6830,-1.6581,-0.07572
866.8000,5.8559,-1.0513,1.4594,0.07950,5.6850,-1.6569,-0.07574
866.9000,5.8554,-1.0511,1.4575,0.07948,5.6870,-1.6557,-0.07582
867.0000,5.8547,-1.0510,1.4556,0.07947,5.6892,-1.6546,-0.07586
867.1000,5.8539,-1.0509,1.4537,0.07948,5.6913,-1.6543,-0.07590
867.2000,5.8530,-1.0508,1.4517,0.07949,5.6935,-1.6552,-0.07590
867.3000,5.8520,-1.0509,1.4500,0.07950,5.6955,-1.6563,-0.07590
867.4000,5.8510,-1.0509,1.4485,0.07949,5.6966,-1.6571,-0.07590
867.5000,5.8498,-1.0510,1.4471,0.07947,5.6975,-1.6575,-0.07590
867.6040,5.8486,-1.0510,1.4459,0.07946,5.6974,-1.6577,-0.07593
867.7000,5.8472,-1.0510,1.4449,0.07945,5.6965,-1.6583,-0.07590
867.8000,5.8457,-1.0510,1.4441,0.07944,5.6943,-1.6591,-0.07585
867.9000,5.8440,-1.0509,1.4436,0.07944,5.6915,-1.6593,-0.07580
868.0000,5.8420,-1.0508,1.4432,0.07945,5.6879,-1.6590,-0.07579
868.1000,5.8404,-1.0508,1.4431,0.07945,5.6841,-1.6581,-0.07574
868.2000,5.8384,-1.0505,1.4431,0.07947,5.6802,-1.6567,-0.07570
868.3000,5.8368,-1.0503,1.4431,0.07950,5.6765,-1.6549,-0.07565
868.4000,5.8354,-1.0500,1.4431,0.07951,5.6738,-1.6532,-0.07562
868.5000,5.8339,-1.0497,1.4428,0.07951,5.6715,-1.6519,-0.07566
868.6000,5.8328,-1.0495,1.4425,0.07952,5.6694,-1.6515,-0.07566
868.7000,5.8317,-1.0492,1.4420,0.07952,5.6670,-1.6518,-0.07565
868.8000,5.8308,-1.0491,1.4413,0.07951,5.6652,-1.6524,-0.07567
868.9000,5.8300,-1.0489,1.4406,0.07949,5.6643,-1.6533,-0.07573
869.0000,5.8295,-1.0488,1.4398,0.07947,5.6641,-1.6540,-0.07578
869.1000,5.8290,-1.0487,1.4390,0.07945,5.6639,-1.6548,-0.07582
869.2000,5.8284,-1.0485,1.4380,0.07943,5.6642,-1.6559,-0.07585
869.3000,5.8278,-1.0483,1.4371,0.07941,5.6653,-1.6574,-0.07594
869.4000,5.8272,-1.0480,1.4361,0.07939,5.6667,-1.6586,-0.07595
869.5000,5.8267,-1.0476,1.4351,0.07937,5.6677,-1.6593,-0.07598
869.6000,5.8260,-1.0471,1.4340,0.07936,5.6683,-1.6599,-0.07601
869.7000,5.8252,-1.0465,1.4330,0.07936,5.6683,-1.6600,-0.07600
869.8000,5.8245,-1.0459,1.4323,0.07937,5.6672,-1.6594,-0.07599
869.9000,5.8234,-1.0451,1.4318,0.07939,5.6653,-1.6575,-0.07594
870.0000,5.8224,-1.0444,1.4317,0.07939,5.6632,-1.6549,-0.07587
870.1000,5.8215,-1.0436,1.4320,0.07941,5.6609,-1.6513,-0.07583
870.2000,5.8205,-1.0426,1.4325,0.07943,5.6588,-1.6474,-0.07576
870.3000,5.8197,-1.0418,1.4331,0.07945,5.6564,-1.6434,-0.07567
870.4000,5.8188,-1.0410,1.4341,0.07944,5.6539,-1.6400,-0.07567
870.5000,5.8181,-1.0405,1.4350,0.07942,5.6514,-1.6371,-0.07566
870.6000,5.8175,-1.0401,1.4361,0.07937,5.6484,-1.6341,-0.07572
870.7000,5.8170,-1.0398,1.4370,0.07933,5.6456,-1.6310,-0.07575
870.8000,5.8167,-1.0395,1.4378,0.07931,5.6429,-1.6276,-0.07577
870.9000,5.8166,-1.0394,1.4384,0.07937,5.6409,-1.6250,-0.07572
871.0000,5.8167,-1.0394,1.4389,0.07947,5.6383,-1.6218,-0.07565
871.1000,5.8169,-1.0394,1.4392,0.07955,5.6362,-1.6191,-0.07555
871.2000,5.8175,-1.0395,1.4394,0.07958,5.6346,-1.6177,-0.07557
871.3000,5.8185,-1.0400,1.4394,0.07955,5.6334,-1.6175,-0.07559
871.4000,5.8194,-1.0405,1.4394,0.07952,5.6325,-1.6181,-0.07568
871.5000,5.8204,-1.0411,1.4393,0.07951,5.6316,-1.6195,-0.07572
871.6000,5.8215,-1.0418,1.4391,0.07948,5.6309,-1.6214,-0.07580
871.7000,5.8227,-1.0426,1.4388,0.07944,5.6305,-1.6232,-0.07582
871.8000,5.8240,-1.0435,1.4384,0.07940,5.6304,-1.6252,-0.07588
871.9000,5.8253,-1.0443,1.4378,0.07936,5.6307,-1.6276,-0.07592
872.0000,5.8267,-1.0451,1.4369,0.07932,5.6312,-1.6310,-0.07597
872.1000,5.8281,-1.0459,1.4359,0.07928,5.6320,-1.6355,-0.07603
872.2000,5.8293,-1.0466,1.4348,0.07926,5.6330,-1.6408,-0.07606
872.3000,5.8306,-1.0471,1.4335,0.07922,5.6341,-1.6460,-0.07612
872.4000,5.8320,-1.0476,1.4323,0.07918,5.6359,-1.6511,-0.07615
872.5000,5.8332,-1.0477,1.4312,0.07916,5.6378,-1.6548,-0.07616
872.6000,5.8344,-1.0477,1.4299,0.07913,5.6396,-1.6576,-0.07618
872.7000,5.8354,-1.0473,1.4289,0.07913,5.6415,-1.6599,-0.07617
872.8000,5.8365,-1.0467,1.4279,0.07915,5.6428,-1.6609,-0.07613
872.9000,5.8374,-1.0460,1.4272,0.07917,5.6445,-1.6615,-0.07607
873.0000,5.8383,-1.0453,1.4267,0.07918,5.6462,-1.6621,-0.07600
873.1000,5.8391,-1.0444,1.4265,0.07920,5.6476,-1.6625,-0.07597
873.2000,5.8399,-1.0435,1.4264,0.07922,5.6484,-1.6630,-0.07594
873.3000,5.8406,-1.0427,1.4267,0.07922,5.6486,-1.6634,-0.07589
873.4000,5.8414,-1.0419,1.4271,0.07923,5.6481,-1.6636,-0.07581
873.5000,5.8422,-1.0410,1.4275,0.07923,5.6473,-1.6637,-0.07576
873.6040,5.8431,-1.0400,1.4276,0.07922,5.6468,-1.6633,-0.07574
873.7000,5.8440,-1.0391,1.4262,0.07920,5.6469,-1.6623,-0.07576
873.8000,5.8447,-1.0382,1.4231,0.07920,5.6474,-1.6600,-0.07577
873.9000,5.8455,-1.0372,1.4174,0.07920,5.6485,-1.6569,-0.07574
874.0000,5.8461,-1.0363,1.4119,0.07920,5.6501,-1.6537,-0.07577
874.1000,5.8469,-1.0353,1.4039,0.07919,5.6518,-1.6508,-0.07575
874.2000,5.8477,-1.0342,1.3947,0.07918,5.6532,-1.6485,-0.07580
874.3000,5.8484,-1.0335,1.3871,0.07916,5.6542,-1.6464,-0.07582
874.4000,5.8491,-1.0328,1.3796,0.07913,5.6547,-1.6446,-0.07585
874.5000,5.8501,-1.0322,1.3704,0.07910,5.6559,-1.6423,-0.07589
874.6000,5.8510,-1.0317,1.3638,0.07908,5.6576,-1.6403,-0.07592
874.7000,5.8519,-1.0313,1.3569,0.07906,5.6591,-1.6387,-0.07598
874.8000,5.8527,-1.0311,1.3518,0.07904,5.6606,-1.6376,-0.07599
874.9000,5.8538,-1.0309,1.3455,0.07901,5.6625,-1.6369,-0.07606
875.0000,5.8546,-1.0309,1.3409,0.07897,5.6646,-1.6366,-0.07614
875.1000,5.8555,-1.0309,1.3370,0.07895,5.6673,-1.6365,-0.07622
875.2000,5.8563,-1.0310,1.3335,0.07893,5.6693,-1.6365,-0.07629
875.3000,5.8570,-1.0312,1.3305,0.07892,5.6712,-1.6359,-0.07629
875.4000,5.8575,-1.0314,1.3284,0.07892,5.6738,-1.6349,-0.07631
875.5000,5.8578,-1.0316,1.3269,0.07892,5.6764,-1.6343,-0.07632
875.6000,5.8581,-1.0320,1.3258,0.07893,5.6789,-1.6340,-0.07631
875.7000,5.8581,-1.0322,1.3252,0.07893,5.6814,-1.6335,-0.07629
875.8000,5.8580,-1.0326,1.3249,0.07893,5.6837,-1.6332,-0.07628
875.9000,5.8577,-1.0329,1.3249,0.07894,5.6859,-1.6336,-0.07627
876.0000,5.8572,-1.0334,1.3251,0.07894,5.6872,-1.6346,-0.07626
876.1000,5.8565,-1.0340,1.3256,0.07893,5.6880,-1.6359,-0.07624
876.2000,5.8557,-1.0345,1.3262,0.07892,5.6875,-1.6369,-0.07621
876.3000,5.8546,-1.0351,1.3270,0.07891,5.6858,-1.6377,-0.07617
876.4000,5.8531,-1.0357,1.3280,0.07890,5.6832,-1.6384,-0.07613
876.5000,5.8518,-1.0362,1.3290,0.07889,5.6807,-1.6386,-0.07610
876.6000,5.8503,-1.0368,1.3303,0.07886,5.6789,-1.6378,-0.07612
876.7000,5.8491,-1.0372,1.3313,0.07885,5.6777,-1.6360,-0.07612
876.8000,5.8478,-1.0377,1.3327,0.07882,5.6774,-1.6342,-0.07615
876.9000,5.8468,-1.0382,1.3339,0.07881,5.6774,-1.6324,-0.07619
877.0000,5.8458,-1.0387,1.3351,0.07881,5.6777,-1.6316,-0.07624
877.1000,5.8446,-1.0396,1.3366,0.07877,5.6783,-1.6315,-0.07629
877.2000,5.8436,-1.0405,1.3376,0.07873,5.6788,-1.6319,-0.07635
877.3000,5.8424,-1.0415,1.3386,0.07870,5.6792,-1.6323,-0.07642
877.4000,5.8410,-1.0428,1.3397,0.07867,5.6798,-1.6325,-0.07648
877.5000,5.8396,-1.0440,1.3406,0.07865,5.6800,-1.6324,-0.07653
877.6000,5.8381,-1.0453,1.3415,0.07863,5.6798,-1.6318,-0.07655
877.7000,5.8365,-1.0466,1.3424,0.07860,5.6795,-1.6308,-0.07655
877.8000,5.8347,-1.0478,1.3433,0.07857,5.6785,-1.6295,-0.07658
877.9000,5.8328,-1.0492,1.3443,0.07853,5.6769,-1.6284,-0.07663
878.0000,5.8307,-1.0507,1.3453,0.07849,5.6746,-1.6279,-0.07666
878.1000,5.8287,-1.0522,1.3463,0.07846,5.6725,-1.6284,-0.07666
878.2000,5.8268,-1.0537,1.3472,0.07845,5.6700,-1.6292,-0.07664
878.3000,5.8250,-1.0554,1.3483,0.07842,5.6675,-1.6301,-0.07663
878.4000,5.8231,-1.0572,1.3495,0.07838,5.6646,-1.6316,-0.07667
878.5000,5.8211,-1.0591,1.3508,0.07836,5.6616,-1.6334,-0.07668
878.6000,5.8193,-1.0609,1.3520,0.07834,5.6584,-1.6355,-0.07672
878.7000,5.8176,-1.0627,1.3531,0.07833,5.6555,-1.6377,-0.07676
878.8000,5.8156,-1.0649,1.3542,0.07834,5.6526,-1.6401,-0.07676
878.9000,5.8141,-1.0667,1.3549,0.07835,5.6504,-1.6428,-0.07676
879.0000,5.8127,-1.0684,1.3554,0.07834,5.6485,-1.6462,-0.07679
879.1000,5.8113,-1.0704,1.3557,0.07826,5.6475,-1.6492,-0.07686
879.2000,5.8103,-1.0720,1.3560,0.07815,5.6470,-1.6527,-0.07703
879.3000,5.8094,-1.0738,1.3561,0.07801,5.6468,-1.6565,-0.07718
879.4000,5.8086,-1.0753,1.3563,0.07789,5.6461,-1.6609,-0.07734
879.5000,5.8079,-1.0766,1.3566,0.07777,5.6447,-1.6644,-0.07746
879.6040,5.8072,-1.0776,1.3569,0.07766,5.6430,-1.6677,-0.07757
879.7000,5.8066,-1.0787,1.3575,0.07753,5.6410,-1.6702,-0.07765
879.8000,5.8061,-1.0793,1.3583,0.07741,5.6389,-1.6721,-0.07773
879.9000,5.8056,-1.0798,1.3593,0.07728,5.6367,-1.6743,-0.07785
880.0000,5.8054,-1.0802,1.3606,0.07713,5.6353,-1.6763,-0.07798
880.1000,5.8054,-1.0806,1.3620,0.07696,5.6342,-1.6782,-0.07815
880.2000,5.8056,-1.0808,1.3636,0.07678,5.6338,-1.6795,-0.07836
880.3000,5.8061,-1.0809,1.3653,0.07662,5.6342,-1.6805,-0.07855
880.4000,5.8067,-1.0810,1.3673,0.07647,5.6356,-1.6809,-0.07870
880.5000,5.8074,-1.0810,1.3690,0.07636,5.6376,-1.6809,-0.07885
880.6000,5.8082,-1.0808,1.3707,0.07624,5.6398,-1.6805,-0.07896
880.7000,5.8092,-1.0806,1.3727,0.07608,5.6421,-1.6794,-0.07914
880.8000,5.8101,-1.0805,1.3744,0.07614,5.6440,-1.6779,-0.07911
880.9040,5.8110,-1.0803,1.3768,0.08016,5.6454,-1.6765,-0.07486
881.0000,5.8117,-1.0804,1.3805,0.09898,5.6462,-1.6759,-0.05878
881.1000,5.8125,-1.0811,1.3847,0.13589,5.6470,-1.6764,-0.02361
881.2000,5.8136,-1.0827,1.3885,0.18672,5.6483,-1.6775,0.02365
881.3000,5.8150,-1.0845,1.3915,0.24618,5.6505,-1.6783,0.08701
881.4000,5.8165,-1.0866,1.3939,0.31579,5.6532,-1.6788,0.15335
881.5000,5.8177,-1.0883,1.3955,0.37993,5.6563,-1.6791,0.22896
881.6000,5.8189,-1.0903,1.3972,0.45903,5.6585,-1.6794,0.29487
881.7000,5.8194,-1.0914,1.3987,0.50985,5.6596,-1.6794,0.35350
881.8000,5.8193,-1.0918,1.4001,0.55043,5.6596,-1.6787,0.39300
881.9000,5.8187,-1.0914,1.4014,0.57855,5.6587,-1.6771,0.42181
882.0000,5.8179,-1.0907,1.4021,0.59383,5.6574,-1.6755,0.43866
882.1000,5.8165,-1.0896,1.4027,0.60547,5.6558,-1.6741,0.44893
882.2000,5.8153,-1.0889,1.4029,0.61071,5.6539,-1.6727,0.45519
882.3000,5.8141,-1.0884,1.4031,0.61357,5.6519,-1.6718,0.45809
882.4000,5.8127,-1.0883,1.4033,0.61491,5.6496,-1.6713,0.45931
882.5000,5.8118,-1.0886,1.4036,0.61504,5.6472,-1.6712,0.45939
882.6000,5.8108,-1.0892,1.4040,0.61461,5.6445,-1.6717,0.45889
