t,gt_x,gt_y,gt_z,gt_yaw,est_x,est_y,est_yaw
384.4000,-0.0274,-0.0246,1.9518,-0.05333,-0.0436,-0.0154,-0.11090
384.5000,-0.0294,-0.0240,1.8873,-0.05332,-0.0462,-0.0139,-0.11090
384.6000,-0.0293,-0.0237,1.8318,-0.05331,-0.0473,-0.0131,-0.11093
384.7000,-0.0276,-0.0236,1.7820,-0.05331,-0.0475,-0.0127,-0.11110
384.8000,-0.0249,-0.0236,1.7388,-0.05330,-0.0470,-0.0123,-0.11130
384.9000,-0.0218,-0.0237,1.7010,-0.05329,-0.0456,-0.0116,-0.11144
385.0000,-0.0188,-0.0238,1.6689,-0.05327,-0.0433,-0.0107,-0.11149
385.1000,-0.0156,-0.0240,1.6391,-0.05325,-0.0403,-0.0100,-0.11140
385.2000,-0.0125,-0.0242,1.6105,-0.05323,-0.0372,-0.0098,-0.11128
385.3000,-0.0098,-0.0244,1.5870,-0.05321,-0.0344,-0.0102,-0.11118
385.4000,-0.0075,-0.0247,1.5658,-0.05321,-0.0315,-0.0115,-0.11121
385.5000,-0.0055,-0.0250,1.5475,-0.05323,-0.0283,-0.0132,-0.11130
385.6000,-0.0037,-0.0254,1.5302,-0.05325,-0.0244,-0.0150,-0.11138
385.7000,-0.0022,-0.0259,1.5145,-0.05327,-0.0205,-0.0161,-0.11137
385.8000,-0.0008,-0.0263,1.4988,-0.05327,-0.0161,-0.0163,-0.11123
385.9000,-0.0000,-0.0266,1.4871,-0.05328,-0.0125,-0.0160,-0.11108
386.0000,0.0005,-0.0269,1.4761,-0.05328,-0.0099,-0.0157,-0.11093
386.1000,0.0007,-0.0272,1.4658,-0.05329,-0.0083,-0.0157,-0.11088
386.2000,0.0006,-0.0276,1.4558,-0.05331,-0.0071,-0.0159,-0.11091
386.3000,0.0002,-0.0280,1.4485,-0.05334,-0.0063,-0.0165,-0.11098
386.4000,-0.0005,-0.0286,1.4399,-0.05337,-0.0060,-0.0174,-0.11100
386.5000,-0.0012,-0.0291,1.4339,-0.05339,-0.0060,-0.0183,-0.11100
386.6000,-0.0021,-0.0295,1.4282,-0.05339,-0.0059,-0.0189,-0.11101
386.7000,-0.0031,-0.0299,1.4233,-0.05339,-0.0060,-0.0193,-0.11100
386.8000,-0.0041,-0.0303,1.4195,-0.05339,-0.0064,-0.0199,-0.11098
386.9000,-0.0053,-0.0306,1.4158,-0.05340,-0.0074,-0.0204,-0.11102
387.0000,-0.0067,-0.0311,1.4123,-0.05341,-0.0092,-0.0208,-0.11106
387.1000,-0.0078,-0.0314,1.4101,-0.05340,-0.0108,-0.0210,-0.11105
387.2000,-0.0091,-0.0317,1.4081,-0.05338,-0.0123,-0.0210,-0.11104
387.3000,-0.0103,-0.0320,1.4063,-0.05337,-0.0131,-0.0210,-0.11103
387.4000,-0.0115,-0.0324,1.4048,-0.05339,-0.0137,-0.0212,-0.11102
387.5000,-0.0126,-0.0327,1.4033,-0.05340,-0.0139,-0.0219,-0.11100
387.6000,-0.0140,-0.0331,1.4016,-0.05343,-0.0140,-0.0229,-0.11100
387.7000,-0.0151,-0.0335,1.4003,-0.05345,-0.0140,-0.0240,-0.11100
387.8000,-0.0161,-0.0338,1.3992,-0.05347,-0.0139,-0.0245,-0.11101
387.9000,-0.0173,-0.0341,1.3985,-0.05349,-0.0136,-0.0246,-0.11101
388.0000,-0.0184,-0.0344,1.3981,-0.05351,-0.0133,-0.0246,-0.11100
388.1000,-0.0194,-0.0345,1.3981,-0.05352,-0.0130,-0.0244,-0.11099
388.2000,-0.0205,-0.0346,1.3983,-0.05354,-0.0130,-0.0238,-0.11099
388.3000,-0.0216,-0.0346,1.3988,-0.05355,-0.0133,-0.0228,-0.11096
388.4000,-0.0229,-0.0346,1.3996,-0.05357,-0.0138,-0.0212,-0.11098
388.5000,-0.0241,-0.0346,1.4002,-0.05358,-0.0142,-0.0200,-0.11101
388.6000,-0.0253,-0.0346,1.4003,-0.05359,-0.0144,-0.0192,-0.11098
388.7000,-0.0266,-0.0346,1.3996,-0.05361,-0.0148,-0.0189,-0.11098
388.8000,-0.0279,-0.0347,1.3981,-0.05363,-0.0160,-0.0189,-0.11101
388.9000,-0.0293,-0.0350,1.3960,-0.05364,-0.0179,-0.0186,-0.11101
389.0000,-0.0308,-0.0352,1.3933,-0.05365,-0.0201,-0.0177,-0.11099
389.1000,-0.0323,-0.0355,1.3903,-0.05366,-0.0224,-0.0163,-0.11098
389.2000,-0.0337,-0.0359,1.3871,-0.05366,-0.0246,-0.0150,-0.11096
389.3000,-0.0350,-0.0364,1.3841,-0.05367,-0.0267,-0.0143,-0.11097
389.4000,-0.0362,-0.0370,1.3813,-0.05368,-0.0280,-0.0145,-0.11098
389.5000,-0.0373,-0.0378,1.3785,-0.05369,-0.0283,-0.0159,-0.11099
389.6000,-0.0383,-0.0388,1.3759,-0.05372,-0.0280,-0.0181,-0.11109
389.7000,-0.0391,-0.0399,1.3738,-0.05375,-0.0275,-0.0202,-0.11114
389.8000,-0.0399,-0.0409,1.3721,-0.05378,-0.0269,-0.0218,-0.11121
389.9000,-0.0407,-0.0420,1.3708,-0.05381,-0.0262,-0.0227,-0.11121
390.0000,-0.0415,-0.0430,1.3700,-0.05383,-0.0260,-0.0233,-0.11120
390.1000,-0.0424,-0.0439,1.3697,-0.05385,-0.0260,-0.0245,-0.11121
390.2000,-0.0433,-0.0449,1.3697,-0.05387,-0.0264,-0.0267,-0.11125
390.3000,-0.0444,-0.0460,1.3700,-0.05389,-0.0264,-0.0291,-0.11133
390.4000,-0.0456,-0.0471,1.3705,-0.05392,-0.0267,-0.0319,-0.11139
390.5000,-0.0468,-0.0482,1.3712,-0.05396,-0.0278,-0.0346,-0.11149
390.6000,-0.0484,-0.0494,1.3723,-0.05399,-0.0304,-0.0373,-0.11157
390.7000,-0.0499,-0.0504,1.3733,-0.05401,-0.0334,-0.0390,-0.11160
390.8000,-0.0515,-0.0513,1.3744,-0.05401,-0.0368,-0.0404,-0.11159
390.9000,-0.0530,-0.0521,1.3756,-0.05401,-0.0397,-0.0412,-0.11159
391.0000,-0.0544,-0.0526,1.3766,-0.05399,-0.0431,-0.0420,-0.11157
391.1000,-0.0558,-0.0530,1.3776,-0.05396,-0.0462,-0.0422,-0.11151
391.2000,-0.0571,-0.0533,1.3784,-0.05393,-0.0491,-0.0421,-0.11143
391.3000,-0.0583,-0.0535,1.3791,-0.05390,-0.0517,-0.0417,-0.11137
391.4000,-0.0593,-0.0536,1.3796,-0.05388,-0.0542,-0.0410,-0.11131
391.5000,-0.0603,-0.0537,1.3799,-0.05387,-0.0563,-0.0406,-0.11129
391.6000,-0.0611,-0.0538,1.3798,-0.05389,-0.0583,-0.0406,-0.11131
391.7000,-0.0619,-0.0540,1.3795,-0.05392,-0.0596,-0.0405,-0.11134
391.8000,-0.0626,-0.0541,1.3789,-0.05395,-0.0607,-0.0402,-0.11138
391.9000,-0.0633,-0.0542,1.3782,-0.05397,-0.0619,-0.0400,-0.11140
392.0000,-0.0639,-0.0543,1.3774,-0.05398,-0.0628,-0.0401,-0.11141
392.1000,-0.0644,-0.0544,1.3766,-0.05398,-0.0642,-0.0403,-0.11144
392.2000,-0.0647,-0.0545,1.3761,-0.05397,-0.0655,-0.0407,-0.11144
392.3000,-0.0651,-0.0545,1.3755,-0.05397,-0.0665,-0.0412,-0.11148
392.4000,-0.0653,-0.0546,1.3752,-0.05396,-0.0675,-0.0420,-0.11150
392.5000,-0.0655,-0.0547,1.3749,-0.05395,-0.0685,-0.0433,-0.11151
392.6000,-0.0656,-0.0548,1.3748,-0.05394,-0.0690,-0.0449,-0.11151
392.7000,-0.0656,-0.0549,1.3749,-0.05396,-0.0688,-0.0473,-0.11159
392.8000,-0.0655,-0.0548,1.3749,-0.05399,-0.0678,-0.0493,-0.11170
392.9000,-0.0653,-0.0547,1.3750,-0.05402,-0.0665,-0.0509,-0.11180
393.0000,-0.0651,-0.0543,1.3751,-0.05404,-0.0656,-0.0518,-0.11184
393.1000,-0.0649,-0.0538,1.3752,-0.05405,-0.0656,-0.0518,-0.11181
393.2000,-0.0648,-0.0532,1.3755,-0.05404,-0.0661,-0.0513,-0.11178
393.3000,-0.0646,-0.0524,1.3758,-0.05401,-0.0672,-0.0507,-0.11171
393.4000,-0.0645,-0.0514,1.3763,-0.05397,-0.0681,-0.0500,-0.11162
393.5000,-0.0643,-0.0506,1.3766,-0.05394,-0.0690,-0.0487,-0.11151
393.6000,-0.0641,-0.0497,1.3770,-0.05392,-0.0697,-0.0471,-0.11143
393.7000,-0.0639,-0.0487,1.3772,-0.05391,-0.0700,-0.0455,-0.11140
393.8000,-0.0636,-0.0477,1.3774,-0.05389,-0.0698,-0.0446,-0.11138
393.9000,-0.0632,-0.0467,1.3775,-0.05388,-0.0692,-0.0445,-0.11139
394.0000,-0.0628,-0.0457,1.3775,-0.05388,-0.0684,-0.0453,-0.11143
394.1000,-0.0622,-0.0448,1.3774,-0.05388,-0.0671,-0.0468,-0.11148
394.2000,-0.0617,-0.0436,1.3773,-0.05388,-0.0659,-0.0484,-0.11154
394.3000,-0.0612,-0.0426,1.3774,-0.05386,-0.0643,-0.0498,-0.11158
394.4000,-0.0607,-0.0415,1.3776,-0.05383,-0.0630,-0.0511,-0.11157
394.5000,-0.0603,-0.0403,1.3779,-0.05380,-0.0620,-0.0520,-0.11156
394.6000,-0.0599,-0.0390,1.3784,-0.05377,-0.0608,-0.0528,-0.11154
394.7000,-0.0596,-0.0376,1.3790,-0.05373,-0.0592,-0.0539,-0.11150
394.8000,-0.0593,-0.0360,1.3799,-0.05370,-0.0575,-0.0548,-0.11147
394.9000,-0.0592,-0.0343,1.3809,-0.05367,-0.0560,-0.0551,-0.11142
395.0000,-0.0592,-0.0321,1.3822,-0.05364,-0.0554,-0.0542,-0.11133
395.1000,-0.0593,-0.0302,1.3833,-0.05362,-0.0559,-0.0525,-0.11132
395.2000,-0.0595,-0.0284,1.3842,-0.05361,-0.0572,-0.0496,-0.11126
395.3000,-0.0598,-0.0263,1.3852,-0.05359,-0.0589,-0.0465,-0.11122
395.4000,-0.0603,-0.0238,1.3862,-0.05357,-0.0611,-0.0426,-0.11120
395.5000,-0.0606,-0.0218,1.3870,-0.05356,-0.0629,-0.0393,-0.11119
395.6000,-0.0607,-0.0199,1.3877,-0.05356,-0.0639,-0.0366,-0.11124
395.7000,-0.0608,-0.0181,1.3884,-0.05356,-0.0647,-0.0348,-0.11128
395.8000,-0.0609,-0.0165,1.3891,-0.05358,-0.0657,-0.0335,-0.11130
395.9000,-0.0608,-0.0150,1.3899,-0.05363,-0.0665,-0.0326,-0.11140
396.0000,-0.0607,-0.0137,1.3907,-0.05366,-0.0673,-0.0319,-0.11146
396.1000,-0.0604,-0.0125,1.3916,-0.05367,-0.0677,-0.0312,-0.11150
396.2000,-0.0601,-0.0114,1.3926,-0.05367,-0.0680,-0.0305,-0.11156
396.3000,-0.0597,-0.0104,1.3936,-0.05366,-0.0681,-0.0302,-0.11162
396.4000,-0.0592,-0.0096,1.3944,-0.05365,-0.0678,-0.0304,-0.11164
396.5000,-0.0588,-0.0088,1.3953,-0.05366,-0.0670,-0.0309,-0.11168
396.6000,-0.0583,-0.0082,1.3960,-0.05368,-0.0654,-0.0317,-0.11167
396.7000,-0.0578,-0.0075,1.3967,-0.05369,-0.0631,-0.0325,-0.11164
396.8000,-0.0573,-0.0068,1.3974,-0.05368,-0.0605,-0.0332,-0.11159
396.9000,-0.0568,-0.0060,1.3981,-0.05367,-0.0583,-0.0336,-0.11160
397.0000,-0.0564,-0.0053,1.3988,-0.05365,-0.0566,-0.0338,-0.11158
397.1000,-0.0561,-0.0046,1.3995,-0.05364,-0.0557,-0.0338,-0.11162
397.2000,-0.0558,-0.0038,1.4003,-0.05363,-0.0554,-0.0341,-0.11163
397.3000,-0.0555,-0.0031,1.4011,-0.05361,-0.0553,-0.0344,-0.11163
397.4000,-0.0553,-0.0023,1.4017,-0.05359,-0.0550,-0.0349,-0.11166
397.5000,-0.0550,-0.0014,1.4025,-0.05359,-0.0547,-0.0353,-0.11167
397.6000,-0.0547,-0.0006,1.4030,-0.05359,-0.0545,-0.0354,-0.11164
397.7000,-0.0544,0.0003,1.4033,-0.05360,-0.0546,-0.0352,-0.11162
397.8000,-0.0541,0.0011,1.4035,-0.05360,-0.0559,-0.0345,-0.11159
397.9000,-0.0539,0.0019,1.4037,-0.05360,-0.0577,-0.0333,-0.11158
398.0000,-0.0535,0.0031,1.4038,-0.05359,-0.0601,-0.0315,-0.11159
398.1000,-0.0532,0.0042,1.4040,-0.05360,-0.0620,-0.0301,-0.11158
398.2000,-0.0529,0.0051,1.4044,-0.05362,-0.0634,-0.0286,-0.11161
398.3000,-0.0525,0.0061,1.4048,-0.05366,-0.0642,-0.0271,-0.11166
398.4000,-0.0519,0.0070,1.4051,-0.05369,-0.0647,-0.0254,-0.11169
398.5000,-0.0512,0.0079,1.4056,-0.05372,-0.0649,-0.0234,-0.11171
398.6000,-0.0505,0.0086,1.4060,-0.05376,-0.0648,-0.0205,-0.11179
398.7000,-0.0496,0.0095,1.4064,-0.05378,-0.0646,-0.0178,-0.11184
398.8000,-0.0489,0.0101,1.4067,-0.05380,-0.0643,-0.0147,-0.11188
398.9000,-0.0482,0.0106,1.4071,-0.05381,-0.0641,-0.0121,-0.11191
399.0000,-0.0477,0.0109,1.4075,-0.05382,-0.0645,-0.0094,-0.11196
399.1000,-0.0469,0.0111,1.4080,-0.05384,-0.0655,-0.0068,-0.11196
399.2000,-0.0463,0.0111,1.4086,-0.05386,-0.0673,-0.0040,-0.11198
399.3000,-0.0455,0.0109,1.4094,-0.05389,-0.0690,-0.0022,-0.11202
399.4000,-0.0447,0.0106,1.4104,-0.05392,-0.0704,-0.0013,-0.11205
399.5000,-0.0438,0.0101,1.4115,-0.05395,-0.0710,-0.0014,-0.11210
399.6000,-0.0428,0.0095,1.4127,-0.05400,-0.0713,-0.0022,-0.11216
399.7000,-0.0417,0.0087,1.4141,-0.05403,-0.0712,-0.0036,-0.11217
399.8000,-0.0405,0.0078,1.4155,-0.05406,-0.0708,-0.0055,-0.11221
399.9000,-0.0392,0.0069,1.4171,-0.05407,-0.0699,-0.0071,-0.11222
400.0000,-0.0378,0.0060,1.4187,-0.05408,-0.0684,-0.0088,-0.11222
400.1000,-0.0363,0.0050,1.4204,-0.05410,-0.0665,-0.0111,-0.11222
400.2000,-0.0349,0.0041,1.4220,-0.05412,-0.0638,-0.0142,-0.11224
400.3000,-0.0337,0.0034,1.4235,-0.05413,-0.0614,-0.0164,-0.11228
400.4000,-0.0326,0.0027,1.4249,-0.05413,-0.0595,-0.0182,-0.11228
400.5000,-0.0316,0.0020,1.4264,-0.05413,-0.0584,-0.0197,-0.11224
400.6000,-0.0306,0.0013,1.4278,-0.05415,-0.0574,-0.0207,-0.11223
400.7000,-0.0299,0.0008,1.4288,-0.05418,-0.0567,-0.0214,-0.11226
400.8000,-0.0291,0.0002,1.4297,-0.05421,-0.0560,-0.0221,-0.11223
400.9000,-0.0284,-0.0002,1.4304,-0.05425,-0.0558,-0.0227,-0.11222
401.0000,-0.0278,-0.0006,1.4308,-0.05428,-0.0562,-0.0233,-0.11221
401.1000,-0.0272,-0.0011,1.4310,-0.05430,-0.0566,-0.0235,-0.11214
401.2000,-0.0266,-0.0015,1.4312,-0.05431,-0.0565,-0.0230,-0.11213
401.3000,-0.0258,-0.0018,1.4313,-0.05431,-0.0564,-0.0222,-0.11214
401.4000,-0.0251,-0.0020,1.4313,-0.05430,-0.0558,-0.0216,-0.11214
401.5000,-0.0242,-0.0022,1.4313,-0.05429,-0.0549,-0.0214,-0.11211
401.6000,-0.0233,-0.0024,1.4312,-0.05430,-0.0540,-0.0219,-0.11214
401.7000,-0.0223,-0.0027,1.4311,-0.05433,-0.0534,-0.0232,-0.11216
401.8000,-0.0216,-0.0030,1.4310,-0.05435,-0.0528,-0.0248,-0.11218
401.9000,-0.0207,-0.0032,1.4310,-0.05437,-0.0519,-0.0264,-0.11219
402.0000,-0.0198,-0.0033,1.4311,-0.05437,-0.0508,-0.0277,-0.11221
402.1000,-0.0189,-0.0034,1.4312,-0.05437,-0.0497,-0.0277,-0.11219
402.2000,-0.0178,-0.0034,1.4314,-0.05437,-0.0487,-0.0268,-0.11221
402.3000,-0.0170,-0.0033,1.4317,-0.05436,-0.0477,-0.0254,-0.11222
402.4000,-0.0160,-0.0032,1.4322,-0.05436,-0.0462,-0.0244,-0.11218
402.5000,-0.0152,-0.0031,1.4328,-0.05435,-0.0448,-0.0245,-0.11219
402.6000,-0.0142,-0.0031,1.4335,-0.05435,-0.0433,-0.0250,-0.11217
402.7000,-0.0134,-0.0032,1.4342,-0.05436,-0.0422,-0.0259,-0.11217
402.8000,-0.0127,-0.0033,1.4347,-0.05437,-0.0407,-0.0268,-0.11217
402.9000,-0.0121,-0.0033,1.4352,-0.05436,-0.0394,-0.0269,-0.11215
403.0000,-0.0115,-0.0033,1.4356,-0.05434,-0.0382,-0.0264,-0.11212
403.1000,-0.0108,-0.0032,1.4357,-0.05433,-0.0365,-0.0253,-0.11211
403.2000,-0.0101,-0.0030,1.4357,-0.05433,-0.0346,-0.0238,-0.11211
403.3000,-0.0094,-0.0028,1.4354,-0.05433,-0.0326,-0.0220,-0.11213
403.4000,-0.0089,-0.0026,1.4350,-0.05434,-0.0318,-0.0202,-0.11214
403.5000,-0.0084,-0.0025,1.4343,-0.05432,-0.0312,-0.0177,-0.11216
403.6000,-0.0080,-0.0025,1.4336,-0.05432,-0.0309,-0.0155,-0.11210
403.7000,-0.0076,-0.0026,1.4326,-0.05434,-0.0307,-0.0140,-0.11209
403.8000,-0.0072,-0.0028,1.4317,-0.05436,-0.0306,-0.0134,-0.11209
403.9000,-0.0067,-0.0031,1.4307,-0.05438,-0.0303,-0.0133,-0.11211
404.0000,-0.0064,-0.0036,1.4298,-0.05441,-0.0296,-0.0132,-0.11216
404.1000,-0.0060,-0.0042,1.4289,-0.05444,-0.0288,-0.0134,-0.11219
404.2040,-0.0055,-0.0049,1.4282,-0.05446,-0.0275,-0.0142,-0.11224
404.3000,-0.0051,-0.0057,1.4276,-0.05446,-0.0254,-0.0155,-0.11224
404.4000,-0.0046,-0.0065,1.4270,-0.05446,-0.0233,-0.0164,-0.11227
404.5000,-0.0041,-0.0073,1.4263,-0.05447,-0.0210,-0.0167,-0.11231
404.6000,-0.0037,-0.0082,1.4256,-0.05446,-0.0189,-0.0169,-0.11234
404.7000,-0.0034,-0.0092,1.4247,-0.05447,-0.0165,-0.0171,-0.11235
404.8000,-0.0031,-0.0101,1.4238,-0.05448,-0.0138,-0.0176,-0.11240
404.9000,-0.0029,-0.0111,1.4228,-0.05449,-0.0118,-0.0182,-0.11243
405.0000,-0.0028,-0.0119,1.4219,-0.05451,-0.0102,-0.0190,-0.11246
405.1000,-0.0028,-0.0131,1.4206,-0.05453,-0.0099,-0.0196,-0.11247
405.2000,-0.0028,-0.0139,1.4197,-0.05454,-0.0105,-0.0204,-0.11246
405.3000,-0.0030,-0.0149,1.4185,-0.05455,-0.0112,-0.0214,-0.11251
405.4000,-0.0032,-0.0158,1.4175,-0.05455,-0.0120,-0.0225,-0.11248
405.5000,-0.0033,-0.0166,1.4165,-0.05453,-0.0128,-0.0233,-0.11246
405.6000,-0.0033,-0.0174,1.4155,-0.05452,-0.0137,-0.0236,-0.11241
405.7000,-0.0033,-0.0181,1.4148,-0.05452,-0.0151,-0.0234,-0.11239
405.8000,-0.0033,-0.0188,1.4140,-0.05455,-0.0165,-0.0234,-0.11242
405.9000,-0.0031,-0.0194,1.4134,-0.05458,-0.0172,-0.0234,-0.11243
406.0000,-0.0029,-0.0200,1.4129,-0.05461,-0.0169,-0.0232,-0.11250
406.1000,-0.0027,-0.0206,1.4125,-0.05462,-0.0156,-0.0228,-0.11261
406.2000,-0.0023,-0.0213,1.4122,-0.05463,-0.0136,-0.0228,-0.11263
406.3000,-0.0019,-0.0219,1.4122,-0.05465,-0.0108,-0.0235,-0.11268
406.4000,-0.0017,-0.0227,1.4123,-0.05470,-0.0084,-0.0247,-0.11283
406.5000,-0.0016,-0.0233,1.4126,-0.05472,-0.0062,-0.0264,-0.11293
406.6000,-0.0018,-0.0243,1.4133,-0.05474,-0.0048,-0.0282,-0.11302
406.7000,-0.0021,-0.0251,1.4140,-0.05476,-0.0043,-0.0305,-0.11305
406.8000,-0.0026,-0.0259,1.4148,-0.05477,-0.0045,-0.0326,-0.11307
406.9000,-0.0033,-0.0266,1.4158,-0.05477,-0.0054,-0.0349,-0.11306
407.0000,-0.0041,-0.0273,1.4168,-0.05477,-0.0070,-0.0366,-0.11303
407.1000,-0.0050,-0.0278,1.4178,-0.05477,-0.0092,-0.0382,-0.11299
407.2000,-0.0060,-0.0283,1.4188,-0.05477,-0.0109,-0.0398,-0.11294
407.3000,-0.0070,-0.0286,1.4198,-0.05476,-0.0128,-0.0414,-0.11288
407.4000,-0.0081,-0.0288,1.4207,-0.05476,-0.0146,-0.0424,-0.11283
407.5000,-0.0092,-0.0289,1.4215,-0.05475,-0.0162,-0.0431,-0.11283
407.6000,-0.0101,-0.0289,1.4222,-0.05475,-0.0181,-0.0437,-0.11281
407.7000,-0.0110,-0.0288,1.4229,-0.05474,-0.0193,-0.0443,-0.11275
407.8000,-0.0118,-0.0287,1.4235,-0.05475,-0.0202,-0.0447,-0.11274
407.9040,-0.0125,-0.0286,1.4240,-0.05476,-0.0215,-0.0448,-0.11272
408.0000,-0.0131,-0.0284,1.4245,-0.05477,-0.0234,-0.0449,-0.11266
408.1000,-0.0137,-0.0283,1.4249,-0.05479,-0.0257,-0.0455,-0.11264
408.2000,-0.0142,-0.0281,1.4252,-0.05481,-0.0275,-0.0463,-0.11262
408.3000,-0.0147,-0.0279,1.4256,-0.05483,-0.0287,-0.0475,-0.11261
408.4000,-0.0150,-0.0277,1.4259,-0.05485,-0.0296,-0.0487,-0.11265
408.5000,-0.0153,-0.0274,1.4261,-0.05487,-0.0305,-0.0496,-0.11269
408.6000,-0.0155,-0.0270,1.4263,-0.05488,-0.0305,-0.0497,-0.11271
408.7000,-0.0156,-0.0266,1.4265,-0.05487,-0.0296,-0.0488,-0.11272
408.8000,-0.0157,-0.0260,1.4266,-0.05487,-0.0288,-0.0475,-0.11269
408.9000,-0.0157,-0.0255,1.4267,-0.05487,-0.0280,-0.0455,-0.11265
409.0000,-0.0157,-0.0249,1.4267,-0.05485,-0.0269,-0.0426,-0.11260
409.1000,-0.0157,-0.0244,1.4266,-0.05484,-0.0257,-0.0396,-0.11256
409.2000,-0.0156,-0.0239,1.4265,-0.05483,-0.0243,-0.0363,-0.11245
409.3000,-0.0156,-0.0235,1.4263,-0.05482,-0.0230,-0.0336,-0.11242
409.4000,-0.0156,-0.0233,1.4260,-0.05482,-0.0222,-0.0310,-0.11241
409.5000,-0.0157,-0.0232,1.4257,-0.05483,-0.0218,-0.0289,-0.11238
409.6000,-0.0159,-0.0233,1.4252,-0.05485,-0.0215,-0.0269,-0.11237
409.7000,-0.0162,-0.0236,1.4247,-0.05487,-0.0215,-0.0250,-0.11236
409.8000,-0.0164,-0.0241,1.4239,-0.05489,-0.0215,-0.0231,-0.11237
409.9000,-0.0167,-0.0247,1.4230,-0.05489,-0.0209,-0.0215,-0.11236
410.0000,-0.0170,-0.0255,1.4220,-0.05489,-0.0200,-0.0198,-0.11232
410.1000,-0.0173,-0.0264,1.4209,-0.05489,-0.0189,-0.0182,-0.11232
410.2000,-0.0176,-0.0274,1.4198,-0.05489,-0.0179,-0.0167,-0.11232
410.3000,-0.0180,-0.0289,1.4184,-0.05491,-0.0168,-0.0162,-0.11233
410.4000,-0.0185,-0.0304,1.4172,-0.05493,-0.0164,-0.0169,-0.11236
410.5000,-0.0192,-0.0320,1.4163,-0.05497,-0.0171,-0.0176,-0.11242
410.6000,-0.0199,-0.0337,1.4156,-0.05501,-0.0186,-0.0184,-0.11253
410.7000,-0.0208,-0.0355,1.4152,-0.05504,-0.0204,-0.0192,-0.11261
410.8000,-0.0216,-0.0373,1.4153,-0.05507,-0.0227,-0.0202,-0.11266
410.9000,-0.0224,-0.0391,1.4158,-0.05511,-0.0254,-0.0218,-0.11269
411.0000,-0.0232,-0.0409,1.4168,-0.05515,-0.0277,-0.0239,-0.11272
411.1000,-0.0239,-0.0427,1.4181,-0.05519,-0.0300,-0.0261,-0.11272
411.2000,-0.0246,-0.0444,1.4198,-0.05523,-0.0320,-0.0281,-0.11277
411.3000,-0.0252,-0.0460,1.4216,-0.05526,-0.0336,-0.0294,-0.11282
411.4000,-0.0258,-0.0476,1.4235,-0.05529,-0.0349,-0.0304,-0.11288
411.5000,-0.0263,-0.0491,1.4255,-0.05532,-0.0359,-0.0311,-0.11291
411.6000,-0.0269,-0.0505,1.4274,-0.05534,-0.0369,-0.0317,-0.11292
411.7000,-0.0274,-0.0519,1.4293,-0.05537,-0.0374,-0.0326,-0.11294
411.8000,-0.0280,-0.0533,1.4309,-0.05540,-0.0374,-0.0339,-0.11299
411.9000,-0.0286,-0.0550,1.4326,-0.05542,-0.0374,-0.0348,-0.11302
412.0000,-0.0292,-0.0564,1.4337,-0.05542,-0.0373,-0.0357,-0.11303
412.1000,-0.0297,-0.0578,1.4345,-0.05541,-0.0374,-0.0363,-0.11304
412.2000,-0.0304,-0.0592,1.4354,-0.05539,-0.0381,-0.0367,-0.11297
412.3000,-0.0311,-0.0608,1.4362,-0.05539,-0.0387,-0.0367,-0.11295
412.4000,-0.0317,-0.0622,1.4369,-0.05539,-0.0393,-0.0367,-0.11293
412.5000,-0.0322,-0.0637,1.4375,-0.05539,-0.0396,-0.0362,-0.11291
412.6000,-0.0328,-0.0652,1.4380,-0.05540,-0.0404,-0.0358,-0.11288
412.7000,-0.0333,-0.0667,1.4385,-0.05541,-0.0412,-0.0357,-0.11293
412.8000,-0.0338,-0.0683,1.4390,-0.05542,-0.0422,-0.0364,-0.11295
412.9000,-0.0344,-0.0700,1.4394,-0.05543,-0.0432,-0.0377,-0.11297
413.0000,-0.0349,-0.0717,1.4398,-0.05544,-0.0438,-0.0395,-0.11297
413.1000,-0.0353,-0.0735,1.4402,-0.05546,-0.0441,-0.0415,-0.11304
413.2000,-0.0358,-0.0756,1.4409,-0.05546,-0.0441,-0.0439,-0.11306
413.3000,-0.0361,-0.0773,1.4415,-0.05546,-0.0439,-0.0462,-0.11307
413.4000,-0.0363,-0.0790,1.4424,-0.05548,-0.0439,-0.0485,-0.11308
413.5000,-0.0366,-0.0809,1.4435,-0.05550,-0.0437,-0.0504,-0.11311
413.6000,-0.0369,-0.0826,1.4449,-0.05551,-0.0434,-0.0526,-0.11316
413.7000,-0.0372,-0.0842,1.4464,-0.05554,-0.0426,-0.0553,-0.11322
413.8000,-0.0375,-0.0859,1.4480,-0.05555,-0.0417,-0.0583,-0.11327
413.9000,-0.0377,-0.0874,1.4494,-0.05557,-0.0400,-0.0619,-0.11336
414.0000,-0.0380,-0.0892,1.4511,-0.05560,-0.0381,-0.0658,-0.11344
414.1000,-0.0383,-0.0907,1.4525,-0.05564,-0.0363,-0.0706,-0.11358
414.2000,-0.0388,-0.0920,1.4538,-0.05566,-0.0348,-0.0749,-0.11368
414.3000,-0.0394,-0.0932,1.4552,-0.05567,-0.0335,-0.0791,-0.11371
414.4000,-0.0402,-0.0941,1.4565,-0.05568,-0.0329,-0.0823,-0.11371
414.5000,-0.0412,-0.0948,1.4579,-0.05569,-0.0329,-0.0847,-0.11370
414.6000,-0.0424,-0.0953,1.4595,-0.05570,-0.0334,-0.0867,-0.11360
414.7000,-0.0434,-0.0955,1.4607,-0.05569,-0.0339,-0.0872,-0.11359
